english_word,french_word,chinese_gloss,lexical_pair_type,semantic_overlap_score,false_friend_risk,default_context_support,difficulty_level,notes,source,active,tags,knowledge_status,embedding_status,sense_english_definition,sense_french_definition,sense_chinese_definition,example_english,example_french,example_chinese,example_context_support
address,adresse,地址；技巧,partial_cognate,0.48,0.60,medium,3,共享地址义但法语常见技巧义,llm_v2_human_reviewed,true,partial-cognate|b2|noun,ready,pending,location details,skill or address,地址；技巧,The address is on the envelope.,Cette danse demande de l'adresse.,地址写在信封上；这支舞需要技巧。,medium
note,note,笔记；分数；票据,partial_cognate,0.62,0.38,medium,2,共享记录义但法语还有分数义,llm_v2_human_reviewed,true,partial-cognate|school|noun,ready,pending,written memo,grade or note,笔记；分数；票据,I wrote a short note.,Il a une bonne note.,我写了一张短便条；他得了好分数。,medium
article,article,文章；物品；冠词,partial_cognate,0.68,0.35,medium,2,共享文章和物品义但法语还有冠词义,llm_v2_human_reviewed,true,partial-cognate|language|noun,ready,pending,text or item,article or grammatical article,文章；物品；冠词,The article was clear.,L'article défini est difficile.,这篇文章很清楚；定冠词很难。,medium
piece,pièce,块；件；房间；戏剧,partial_cognate,0.44,0.69,medium,4,共享一件义但法语高频义项更多,llm_v2_human_reviewed,true,partial-cognate|high-risk|noun,ready,pending,part or piece,room or play or piece,块；件；房间；戏剧,I need one piece of paper.,La pièce donne sur le jardin.,我需要一张纸；这个房间朝向花园。,medium
grave,grave,坟墓；严重的,partial_cognate,0.36,0.72,high,4,同形但词类和常用义错位,llm_v2_human_reviewed,true,partial-cognate|high-risk|advanced,ready,pending,tomb,serious,坟墓；严重的,The grave was old.,La situation est grave.,这座坟墓很旧；情况很严重。,high
mode,mode,模式；时尚,partial_cognate,0.40,0.66,medium,3,英语系统模式义与法语时尚义易混,llm_v2_human_reviewed,true,partial-cognate|technology|noun,ready,pending,operating state,fashion or mode,模式；时尚,Turn on silent mode.,Ce manteau est à la mode.,打开静音模式；这件外套很时髦。,medium
history,histoire,历史；故事,partial_cognate,0.49,0.60,medium,3,共享历史叙述概念但法语常表示故事,llm_v2_human_reviewed,true,partial-cognate|core|noun,ready,pending,past events,story or history,历史；故事,History explains change.,Cette histoire est drôle.,历史解释变化；这个故事很有趣。,medium
degree,degré,学位；度；程度,partial_cognate,0.57,0.42,medium,3,共享度数义但学位义不完全重合,llm_v2_human_reviewed,true,partial-cognate|school|noun,ready,pending,academic qualification or level,degree of temperature or level,学位；度；程度,She earned a degree.,Il fait trente degrés.,她拿到了学位；现在三十度。,medium
memory,mémoire,记忆；论文；备忘录,partial_cognate,0.50,0.55,medium,3,共享记忆概念但法语有论文义,llm_v2_human_reviewed,true,partial-cognate|academic|noun,ready,pending,ability to remember,thesis or memory,记忆；论文；备忘录,My memory is weak.,Il rédige un mémoire.,我的记忆力很差；他正在写论文。,medium
character,caractère,角色；性格；文字,partial_cognate,0.52,0.48,medium,3,共享性格和文字义但用法分布不同,llm_v2_human_reviewed,true,partial-cognate|b2|noun,ready,pending,person in a story or trait,character or personality,角色；性格；文字,The main character changed.,Il a un caractère calme.,主角变了；他性格很平和。,medium
radio,radio,收音机；广播,cognate,0.97,0.05,low,1,基础高频共享词义,llm_v2_human_reviewed,true,cognate|a1|media,ready,pending,radio device or broadcast,radio,收音机；广播,The radio is on.,La radio diffuse les nouvelles.,收音机开着；广播正在播报新闻。,medium
camera,caméra,相机,cognate,0.96,0.06,low,1,稳定的基础同源词,llm_v2_human_reviewed,true,cognate|a1|technology,ready,pending,device for taking pictures,camera,相机,This camera is light.,Cette caméra filme la scène.,这台相机很轻；这台摄像机正在拍摄现场。,medium
justice,justice,正义；司法,cognate,0.96,0.06,low,1,共享学术和社会语义,llm_v2_human_reviewed,true,cognate|b1|society,ready,pending,fairness or legal system,justice,正义；司法,Justice matters here.,La justice agit lentement.,正义在这里很重要；司法系统运作缓慢。,medium
service,service,服务,cognate,0.97,0.05,low,1,高频稳定同源词,llm_v2_human_reviewed,true,cognate|a2|core,ready,pending,assistance or service,service,服务,The service was quick.,Le service reste excellent.,服务很快；服务依然很好。,medium
region,région,地区,cognate,0.96,0.06,low,1,适合地理语义迁移训练,llm_v2_human_reviewed,true,cognate|a2|geography,ready,pending,area or region,région,地区,This region is dry.,Cette région attire les touristes.,这个地区很干燥；这个地区吸引游客。,medium
music,musique,音乐,cognate,0.97,0.05,low,1,非常稳定的基础词对,llm_v2_human_reviewed,true,cognate|a1|culture,ready,pending,organized sound,musique,音乐,Music helps me focus.,La musique commence bientôt.,音乐帮助我集中注意力；音乐很快开始。,medium
planet,planète,行星,cognate,0.98,0.04,low,1,科学语境中的稳定同源词,llm_v2_human_reviewed,true,cognate|a2|science,ready,pending,celestial body orbiting a star,planète,行星,Earth is a planet.,Cette planète semble froide.,地球是一颗行星；这颗行星看起来很冷。,medium
village,village,村庄,cognate,0.99,0.03,low,1,拼写和意义几乎完全一致,llm_v2_human_reviewed,true,cognate|a1|geography,ready,pending,small rural settlement,village,村庄,The village is quiet.,Le village dort encore.,这个村庄很安静；村庄还在沉睡。,medium
danger,danger,危险,cognate,0.98,0.04,low,1,高频共享风险语义,llm_v2_human_reviewed,true,cognate|a1|safety,ready,pending,risk of harm,danger,危险,Danger is near.,Le danger est réel.,危险就在附近；危险是真实存在的。,medium
signature,signature,签名,cognate,0.97,0.05,low,1,行政场景常见稳定词对,llm_v2_human_reviewed,true,cognate|a2|admin,ready,pending,written name as approval,signature,签名,Your signature is required.,Sa signature manque.,这里需要你的签名；他的签名缺失了。,medium
uniform,uniforme,制服；一致的,orthographic_similar,0.95,0.08,low,2,主要差异来自词尾拼写,llm_v2_human_reviewed,true,orthographic|spelling|core,ready,pending,standard clothing or consistent,uniforme,制服；一致的,The uniform is blue.,L'uniforme est propre.,制服是蓝色的；制服很干净。,medium
civilization,civilisation,文明,orthographic_similar,0.96,0.07,low,2,英法拼写差异稳定且意义一致,llm_v2_human_reviewed,true,orthographic|spelling|history,ready,pending,advanced human society,civilisation,文明,Civilization changes slowly.,Cette civilisation a disparu.,文明变化缓慢；这个文明已经消失了。,medium
license,licence,许可证,orthographic_similar,0.95,0.08,low,2,主要是拼写形式差异,llm_v2_human_reviewed,true,orthographic|spelling|admin,ready,pending,official permit,licence,许可证,The license expires soon.,La licence est valable un an.,这个许可证快过期了；这个许可证有效一年。,medium
meter,mètre,米；计量器,orthographic_similar,0.94,0.10,low,2,重音和词尾不同但语义稳定,llm_v2_human_reviewed,true,orthographic|spelling|science,ready,pending,unit of length or measuring device,mètre,米；计量器,The room is ten meters long.,Ce mètre mesure la table.,这个房间十米长；这把尺子在测量桌子。,medium
