"word_id","french_word","english_word","chinese_gloss","false_friend_meanings","tem4_pdf_page","false_friend_pdf_page","unit","source_code","content_version","review_state"
"LEXI_BRIDGE_FF4-0049","poursuivre","pursue","追赶; 继续; 起诉","追赶; 追求","44","150","JOUR 5","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0050","trier","try","分类; 筛选; 挑选","尝试","44","192","JOUR 5","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0051","hâter","hate","加快; 催促","仇恨","46","95","JOUR 6","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0052","répéter","repeat","重复; 排练","重复","46","164","JOUR 6","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0053","oriental","oriental","东方的; 东部的","东方的","47","133","JOUR 6","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0054","harmonie","harmony","和谐; 管乐队","和谐","47","95","JOUR 6","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0055","public","public","公共的; 国立的; 妓院（特定表达）","公共的; 公众","48","154","JOUR 6","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0056","crier","cry","喊叫","哭泣","49","51","JOUR 6","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0057","taper","tape","敲打; 打字; 搭讪","胶带; 录制","49","187","JOUR 6","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0058","raison","reason","理由; 正确; 商号; 比例","理由; 理性","49","158","JOUR 6","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0059","regretter","regret","后悔; 想念","后悔","52","162","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0060","commun","common","共同的; 普通的; 劣质的","常见的","53","41","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0061","chic","chic","时髦; 天赋; 体面、好心","时髦","53","36","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0062","citadin","citizen","城市居民","公民","53","37","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0063","cité","city","城市; 大学生宿舍区; 工人住宅区","城市","53","37","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0064","rater","rate","错过; 失败","评价; 比率","53","159","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0065","sauvage","savage","野生的; 未驯化的; 害羞的; 自由的","野蛮的","54","173","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0066","sage","sage","明智的; 懂事的","智者","54","172","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0067","sympathique","sympathetic","友好的; 讨人喜欢的; 同情的; 神经的","有同情心的","54","186","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0068","geste","jest","手势","笑话","54","90","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0069","grand","grand","高的; 大的; 伟大的; 宏伟的","宏伟的; 一千美元","55","92","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0070","essence","essence","汽油; 树木种类","本质; 精华","57","74","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0071","monter","mount","上升; 登上; 爬上; 安装; 搬上","登上; 山","57","125","JOUR 7","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0072","retourner","return","翻到反面; 翻土; 返回; 推翻","返回; 归还","59","167","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0073","courrier","courier","信使; 邮件、邮政","快递员","59","49","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0074","piquer","pick","刺; 蜇; 注射; 偷窃; 采摘; 啄","挑选; 采摘","59","144","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0075","humain","humane","人的; 人道的","人道的","59","96","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0076","recette","receipt","收入; 票房收入; 食谱","收据","60","160","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0077","coton","cotton","棉花; 药棉","棉花","60","49","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0078","rechercher","research","寻找; 搜寻; 追求","研究","60","160","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0079","sens","sense","意义; 方向; 上下颠倒","感觉; 意义","60","175","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0080","monnaie","money","货币; 纸币; 硬币; 零钱; 常规做法","金钱","61","125","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0081","matière","matter","物质; 材料; 科目; 事情","物质; 事情","61","121","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0082","supporter","support","忍受; 容忍; 承受","支持; 支撑","61","184","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0083","couvert","cover","餐具; 餐位; 服务费; 遮盖","封面; 遮盖","62","50","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0084","tribune","tribune","看台; 教堂走廊; 讲台; 管风琴阁","论坛; 讲坛","62","192","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0085","lier","lie","捆绑; 连接; 交谈; 使变稠; 被褥缠身","撒谎; 躺","63","113","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0086","facteur","factor","邮递员; 风琴制造者; 钢琴制造者; 因素","因素; 因子","64","78","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0087","réformer","reform","改革; 退伍; 淘汰","改革; 改良","64","162","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0088","timbre","timbre","音色; 小铃; 印章; 邮票","音色; 木材","64","189","JOUR 8","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0089","prévenir","prevent","预先警告; 通知; 预防; 偏见影响","阻止; 预防","67","152","JOUR 9","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0090","version","version","版本; 译成母语的翻译练习","版本","67","198","JOUR 9","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0091","excéder","exceed","使厌烦; 使恼怒; 超过","超过","67","75","JOUR 9","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0092","cravate","cravat","领带","领结","69","50","JOUR 9","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0093","signer","sign","签署; 画十字圣号（se signer）","签名; 标志","69","177","JOUR 9","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0094","craquer","crack","发出破裂声; 裂开; 崩溃; 划火柴","破裂","70","50","JOUR 9","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0095","industrie","industry","工业; 技艺; 勤奋","工业; 勤奋","71","102","JOUR 9","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0096","génie","genius","天才; 精灵; 工程兵","天才","71","90","JOUR 9","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0097","édifier","edify","启迪; 建造; 竖立","教化","74","68","JOUR 10","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0098","station","station","小站; 地铁站; 出租车站; 研究站; 度假地; 停顿","车站; 岗位","75","182","JOUR 10","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0099","familier","familiar","熟悉的; 宠物的","熟悉的","77","79","JOUR 10","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0100","rubrique","rubric","栏目; 标题","评分标准; 标题","77","170","JOUR 10","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0101","pièce","piece","一块; 肉块; 钱币; 硬币; 零件; 衣料; 证件; 戏剧; 房间","一块; 件; 片段","77","143","JOUR 10","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0102","stage","stage","实习期; 培训课程","舞台; 阶段","77","181","JOUR 10","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0103","merci","mercy","谢谢; 怜悯","怜悯","78","122","JOUR 10","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0104","réclamer","reclaim","抱怨; 索要; 要求","收回; 开垦","80","161","JOUR 10","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0105","figure","figure","脸; 形状; 轮廓; 数字; 身材","数字; 人物; 图形","82","81","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0106","rentable","rentable","有利可图的; 赚钱的","可出租的","82","164","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0107","monument","monument","纪念碑; 历史建筑; 名胜建筑","纪念碑","82","125","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0108","effectif","effective","实际的; 真实的; 生效的","有效的","83","69","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0109","formidable","formidable","极好的; 令人敬畏的","可怕的; 强大的","83","85","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0110","offrir","offer","给; 赠送; 请客; 犒劳自己","给; 提议","84","132","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0111","détail","detail","细节; 零售","细节","84","62","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0112","sérieux","serious","严肃的; 可靠的; 认真负责的","严肃的","85","176","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0113","organisme","organism","生物体; 组织机构","生物体","86","133","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0114","file","file","队列; 一列; 档案夹; 金属锉","文件; 队列; 锉刀","86","81","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0115","souvenir","souvenir","记忆; 纪念品","纪念品","86","180","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0116","marcher","march","行进; 步行; 运转; 进行","行进","87","119","JOUR 11","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0117","ordonner","order","命令; 整理; 开药; 授圣职","命令; 订购","89","133","JOUR 12","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0118","vulgaire","vulgar","普通的; 日常的; 粗俗的","粗俗的","89","201","JOUR 12","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0119","fatal","fatal","不可避免的; 命中注定的","致命的","89","79","JOUR 12","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0120","queue","queue","队伍; 尾巴; 尾端; 把手; 果梗; 台球杆","队列","91","156","JOUR 12","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0121","veine","vein","静脉; 好运（口语）","静脉; 纹理","91","197","JOUR 12","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0122","car","car","长途汽车; 客车; 警车厢式车","汽车","92","31","JOUR 12","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0123","juste","just","公正的; 正确的; 准确的; 刚好; 恰好","刚刚; 仅仅; 正义的","93","109","JOUR 12","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0124","scolaire","scholar","在校学生","学者","94","174","JOUR 12","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0125","sort","sort","命运; 处置; 魔法","种类; 分类","96","179","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0126","paradis","paradise","天堂; 剧院顶层座位","天堂","96","136","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0127","toucher","touch","触摸; 涉及; 领到钱; 抽取配给","触摸; 接触","96","190","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0128","terrible","terrible","非常好的; 可怕的","可怕的","97","188","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0129","zinc","zinc","锌; 酒吧柜台; 飞机（口语）","锌","98","202","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0130","place","place","位置; 座位; 空位; 工作; 市场广场","地方; 放置","98","145","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0131","port","port","港口; 穿戴方式; 波特酒; 避风处","港口; 端口","98","148","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0132","user","use","磨损; 消耗","使用","98","196","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0133","dériver","derive","派生; 改道; 漂流","获得; 起源于","99","60","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0134","lot","lot","份额; 地块; 命运; 大奖; 一批","份额; 命运","99","116","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0135","carte","card","卡片; 地图; 菜单","卡片","100","32","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0136","poli","polite","有礼貌的; 抛光的","有礼貌的","100","147","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
"LEXI_BRIDGE_FF4-0137","gros","gross","大的; 胖的; 粗大的; 响亮的","粗俗的; 总的","101","93","JOUR 13","LEXI_BRIDGE_FF4","FF4_V1","AUTO_SOURCE_VERIFIED"
