"english_word","french_word","chinese_gloss","lexical_pair_type","semantic_overlap_score","false_friend_risk","default_context_support","difficulty_level","notes","source","source_code","content_version","word_id","active","tags","knowledge_status","embedding_status"
"vex","vexer","使不快; 冒犯; 伤害","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0011","true","false-friend|tem4|lexi-bridge","ready","pending"
"vice","vice","缺点; 毛病; 钳子","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0012","true","false-friend|tem4|lexi-bridge","ready","pending"
"plateau","plateau","高原; 托盘","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0013","true","false-friend|tem4|lexi-bridge","ready","pending"
"mode","mode","时尚; 衣着时尚","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0014","true","false-friend|tem4|lexi-bridge","ready","pending"
"derange","déranger","打扰; 扰乱; 弄乱; 肠胃不适","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0015","true","false-friend|tem4|lexi-bridge","ready","pending"
"pray","prier","祈祷; 请求; 恳求","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0016","true","false-friend|tem4|lexi-bridge","ready","pending"
"timid","timide","羞怯的; 腼腆的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0017","true","false-friend|tem4|lexi-bridge","ready","pending"
"diffuse","diffuser","传播; 广播; 发行","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0018","true","false-friend|tem4|lexi-bridge","ready","pending"
"imagine","imaginer","想象; 构思; 发明; 臆想","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0019","true","false-friend|tem4|lexi-bridge","ready","pending"
"sot","sot","傻瓜","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0020","true","false-friend|tem4|lexi-bridge","ready","pending"
"pain","peine","苦恼; 辛劳; 麻烦; 刑罚","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0021","true","false-friend|tem4|lexi-bridge","ready","pending"
"verger","verger","果园","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0022","true","false-friend|tem4|lexi-bridge","ready","pending"
"secretary","secrétaire","秘书; 翻盖写字台","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0023","true","false-friend|tem4|lexi-bridge","ready","pending"
"license","licencier","解雇; 裁员","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0024","true","false-friend|tem4|lexi-bridge","ready","pending"
"turbulent","turbulent","不守规矩的; 吵闹的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0025","true","false-friend|tem4|lexi-bridge","ready","pending"
"utilitarian","utilitaire","商用的; 功利的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0026","true","false-friend|tem4|lexi-bridge","ready","pending"
"inquest","enquête","调查; 查问","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0027","true","false-friend|tem4|lexi-bridge","ready","pending"
"install","installer","安装; 安置; 布置房间; 显摆","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0028","true","false-friend|tem4|lexi-bridge","ready","pending"
"fatigue","fatiguer","使疲倦; 拌沙拉","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0029","true","false-friend|tem4|lexi-bridge","ready","pending"
"entrain","entraîner","训练; 带动; 引领","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0030","true","false-friend|tem4|lexi-bridge","ready","pending"
"caution","caution","担保; 保证; 保释金; 押金","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0031","true","false-friend|tem4|lexi-bridge","ready","pending"
"reply","répliquer","反驳; 回嘴","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0032","true","false-friend|tem4|lexi-bridge","ready","pending"
"class","classe","班级; 教室; 年龄组","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0033","true","false-friend|tem4|lexi-bridge","ready","pending"
"science","science","知识; 技能; 科学","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0034","true","false-friend|tem4|lexi-bridge","ready","pending"
"herb","herbe","草本植物; 香草; 野餐; 杂草","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0035","true","false-friend|tem4|lexi-bridge","ready","pending"
"estimate","estimer","尊敬; 认为; 考虑","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0036","true","false-friend|tem4|lexi-bridge","ready","pending"
"four","four","烤炉; 火炉","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0037","true","false-friend|tem4|lexi-bridge","ready","pending"
"complimentary","complémentaire","补充的; 附加的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0038","true","false-friend|tem4|lexi-bridge","ready","pending"
"villa","villa","独立住宅; 花园小别墅","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0039","true","false-friend|tem4|lexi-bridge","ready","pending"
"gentle","gentil","好心的; 友善的; 可爱的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0040","true","false-friend|tem4|lexi-bridge","ready","pending"
"dispose","disposer","安排; 布置; 使准备; 可供使用","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0041","true","false-friend|tem4|lexi-bridge","ready","pending"
"discover","découvrir","发现; 揭开; 脱帽露头","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0042","true","false-friend|tem4|lexi-bridge","ready","pending"
"deposit","déposer","放下; 罢免; 作证","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0043","true","false-friend|tem4|lexi-bridge","ready","pending"
"remount","remonter","重新上升; 补货; 上发条; 使振作","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0044","true","false-friend|tem4|lexi-bridge","ready","pending"
"usage","usage","使用; 惯例; 习俗; 穿用磨损","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0045","true","false-friend|tem4|lexi-bridge","ready","pending"
"radio","radio","无线电报务员; 无线电留言","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0046","true","false-friend|tem4|lexi-bridge","ready","pending"
"fete","fête","节日; 庆典; 假期; 生日庆祝; 展览会","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0047","true","false-friend|tem4|lexi-bridge","ready","pending"
"chef","chef","厨师长; 首领; 站长; 头","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0048","true","false-friend|tem4|lexi-bridge","ready","pending"
"pursue","poursuivre","追赶; 继续; 起诉","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0049","true","false-friend|tem4|lexi-bridge","ready","pending"
"try","trier","分类; 筛选; 挑选","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0050","true","false-friend|tem4|lexi-bridge","ready","pending"
"hate","hâter","加快; 催促","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0051","true","false-friend|tem4|lexi-bridge","ready","pending"
"repeat","répéter","重复; 排练","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0052","true","false-friend|tem4|lexi-bridge","ready","pending"
"oriental","oriental","东方的; 东部的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0053","true","false-friend|tem4|lexi-bridge","ready","pending"
"harmony","harmonie","和谐; 管乐队","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0054","true","false-friend|tem4|lexi-bridge","ready","pending"
"public","public","公共的; 国立的; 妓院（特定表达）","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0055","true","false-friend|tem4|lexi-bridge","ready","pending"
"cry","crier","喊叫","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0056","true","false-friend|tem4|lexi-bridge","ready","pending"
"tape","taper","敲打; 打字; 搭讪","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0057","true","false-friend|tem4|lexi-bridge","ready","pending"
"reason","raison","理由; 正确; 商号; 比例","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0058","true","false-friend|tem4|lexi-bridge","ready","pending"
"regret","regretter","后悔; 想念","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0059","true","false-friend|tem4|lexi-bridge","ready","pending"
"common","commun","共同的; 普通的; 劣质的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0060","true","false-friend|tem4|lexi-bridge","ready","pending"
"chic","chic","时髦; 天赋; 体面、好心","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0061","true","false-friend|tem4|lexi-bridge","ready","pending"
"citizen","citadin","城市居民","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0062","true","false-friend|tem4|lexi-bridge","ready","pending"
"city","cité","城市; 大学生宿舍区; 工人住宅区","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0063","true","false-friend|tem4|lexi-bridge","ready","pending"
"rate","rater","错过; 失败","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0064","true","false-friend|tem4|lexi-bridge","ready","pending"
"savage","sauvage","野生的; 未驯化的; 害羞的; 自由的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0065","true","false-friend|tem4|lexi-bridge","ready","pending"
"sage","sage","明智的; 懂事的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0066","true","false-friend|tem4|lexi-bridge","ready","pending"
"sympathetic","sympathique","友好的; 讨人喜欢的; 同情的; 神经的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0067","true","false-friend|tem4|lexi-bridge","ready","pending"
"jest","geste","手势","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0068","true","false-friend|tem4|lexi-bridge","ready","pending"
"grand","grand","高的; 大的; 伟大的; 宏伟的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0069","true","false-friend|tem4|lexi-bridge","ready","pending"
"essence","essence","汽油; 树木种类","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0070","true","false-friend|tem4|lexi-bridge","ready","pending"
"mount","monter","上升; 登上; 爬上; 安装; 搬上","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0071","true","false-friend|tem4|lexi-bridge","ready","pending"
"return","retourner","翻到反面; 翻土; 返回; 推翻","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0072","true","false-friend|tem4|lexi-bridge","ready","pending"
"courier","courrier","信使; 邮件、邮政","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0073","true","false-friend|tem4|lexi-bridge","ready","pending"
"pick","piquer","刺; 蜇; 注射; 偷窃; 采摘; 啄","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0074","true","false-friend|tem4|lexi-bridge","ready","pending"
"humane","humain","人的; 人道的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0075","true","false-friend|tem4|lexi-bridge","ready","pending"
"receipt","recette","收入; 票房收入; 食谱","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0076","true","false-friend|tem4|lexi-bridge","ready","pending"
"cotton","coton","棉花; 药棉","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0077","true","false-friend|tem4|lexi-bridge","ready","pending"
"research","rechercher","寻找; 搜寻; 追求","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0078","true","false-friend|tem4|lexi-bridge","ready","pending"
"sense","sens","意义; 方向; 上下颠倒","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0079","true","false-friend|tem4|lexi-bridge","ready","pending"
"money","monnaie","货币; 纸币; 硬币; 零钱; 常规做法","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0080","true","false-friend|tem4|lexi-bridge","ready","pending"
"matter","matière","物质; 材料; 科目; 事情","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0081","true","false-friend|tem4|lexi-bridge","ready","pending"
"support","supporter","忍受; 容忍; 承受","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0082","true","false-friend|tem4|lexi-bridge","ready","pending"
"cover","couvert","餐具; 餐位; 服务费; 遮盖","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0083","true","false-friend|tem4|lexi-bridge","ready","pending"
"tribune","tribune","看台; 教堂走廊; 讲台; 管风琴阁","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0084","true","false-friend|tem4|lexi-bridge","ready","pending"
"lie","lier","捆绑; 连接; 交谈; 使变稠; 被褥缠身","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0085","true","false-friend|tem4|lexi-bridge","ready","pending"
"factor","facteur","邮递员; 风琴制造者; 钢琴制造者; 因素","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0086","true","false-friend|tem4|lexi-bridge","ready","pending"
"reform","réformer","改革; 退伍; 淘汰","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0087","true","false-friend|tem4|lexi-bridge","ready","pending"
"timbre","timbre","音色; 小铃; 印章; 邮票","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0088","true","false-friend|tem4|lexi-bridge","ready","pending"
"prevent","prévenir","预先警告; 通知; 预防; 偏见影响","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0089","true","false-friend|tem4|lexi-bridge","ready","pending"
"version","version","版本; 译成母语的翻译练习","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0090","true","false-friend|tem4|lexi-bridge","ready","pending"
"exceed","excéder","使厌烦; 使恼怒; 超过","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0091","true","false-friend|tem4|lexi-bridge","ready","pending"
"cravat","cravate","领带","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0092","true","false-friend|tem4|lexi-bridge","ready","pending"
"sign","signer","签署; 画十字圣号（se signer）","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0093","true","false-friend|tem4|lexi-bridge","ready","pending"
"crack","craquer","发出破裂声; 裂开; 崩溃; 划火柴","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0094","true","false-friend|tem4|lexi-bridge","ready","pending"
"industry","industrie","工业; 技艺; 勤奋","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0095","true","false-friend|tem4|lexi-bridge","ready","pending"
"genius","génie","天才; 精灵; 工程兵","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0096","true","false-friend|tem4|lexi-bridge","ready","pending"
"edify","édifier","启迪; 建造; 竖立","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0097","true","false-friend|tem4|lexi-bridge","ready","pending"
"station","station","小站; 地铁站; 出租车站; 研究站; 度假地; 停顿","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0098","true","false-friend|tem4|lexi-bridge","ready","pending"
"familiar","familier","熟悉的; 宠物的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0099","true","false-friend|tem4|lexi-bridge","ready","pending"
"rubric","rubrique","栏目; 标题","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0100","true","false-friend|tem4|lexi-bridge","ready","pending"
"piece","pièce","一块; 肉块; 钱币; 硬币; 零件; 衣料; 证件; 戏剧; 房间","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0101","true","false-friend|tem4|lexi-bridge","ready","pending"
"stage","stage","实习期; 培训课程","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0102","true","false-friend|tem4|lexi-bridge","ready","pending"
"mercy","merci","谢谢; 怜悯","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0103","true","false-friend|tem4|lexi-bridge","ready","pending"
"reclaim","réclamer","抱怨; 索要; 要求","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0104","true","false-friend|tem4|lexi-bridge","ready","pending"
"figure","figure","脸; 形状; 轮廓; 数字; 身材","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0105","true","false-friend|tem4|lexi-bridge","ready","pending"
"rentable","rentable","有利可图的; 赚钱的","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0106","true","false-friend|tem4|lexi-bridge","ready","pending"
"monument","monument","纪念碑; 历史建筑; 名胜建筑","false_friend","0.20","0.90","high","4","Two visual source records","Kirk-Greene and TEM4","LEXI_BRIDGE_FF4","FF4_V1","LEXI_BRIDGE_FF4-0107","true","false-friend|tem4|lexi-bridge","ready","pending"
